I0,I1,I2
-0.2976,-0.9438,-178.1028
-0.2960,-0.9428,-178.1041
-0.2942,-0.9453,-178.1046
-0.2935,-0.9444,-178.1048
-0.2931,-0.9451,-178.1045
-0.2940,-0.9437,-178.1053
-0.2944,-0.9411,-178.1041
-0.2938,-0.9402,-178.1037
-0.2932,-0.9417,-178.1031
-0.2932,-0.9434,-178.1026
-0.2936,-0.9457,-178.1044
-0.2936,-0.9458,-178.1050
-0.2926,-0.9458,-178.1043
-0.2926,-0.9461,-178.1031
-0.2922,-0.9464,-178.1036
-0.2916,-0.9458,-178.1034
-0.2925,-0.9439,-178.1032
-0.2916,-0.9444,-178.1031
-0.2916,-0.9463,-178.1028
-0.2901,-0.9481,-178.1026
-0.2914,-0.9471,-178.1017
-0.2915,-0.9462,-178.1017
-0.2915,-0.9455,-178.1019
-0.2927,-0.9462,-178.1026
-0.2910,-0.9463,-178.1027
-0.2913,-0.9447,-178.1042
-0.2908,-0.9442,-178.1025
-0.2912,-0.9433,-178.1021
-0.2920,-0.9427,-178.1020
-0.2931,-0.9437,-178.1021
-0.2930,-0.9424,-178.1012
-0.2930,-0.9426,-178.1028
-0.2930,-0.9419,-178.1032
-0.2931,-0.9430,-178.1017
-0.2938,-0.9413,-178.1008
-0.2932,-0.9407,-178.1001
-0.2927,-0.9400,-178.0998
-0.2929,-0.9410,-178.0998
-0.2935,-0.9400,-178.0991
-0.2925,-0.9401,-178.0989
-0.2927,-0.9409,-178.0991
-0.2930,-0.9411,-178.0985
-0.2913,-0.9416,-178.0989
-0.2908,-0.9420,-178.0981
-0.2898,-0.9436,-178.0985
-0.2890,-0.9426,-178.0990
-0.2886,-0.9408,-178.0983
-0.2883,-0.9381,-178.0985
-0.2887,-0.9402,-178.0979
-0.2898,-0.9409,-178.0990
-0.2913,-0.9403,-178.0984
-0.2906,-0.9412,-178.0989
-0.2902,-0.9427,-178.0984
-0.2905,-0.9443,-178.0976
-0.2917,-0.9448,-178.0971
-0.2924,-0.9439,-178.0972
-0.2923,-0.9429,-178.0976
-0.2927,-0.9457,-178.0972
-0.2931,-0.9472,-178.0968
-0.2934,-0.9483,-178.0983
-0.2942,-0.9479,-178.0999
-0.2937,-0.9481,-178.1002
-0.2938,-0.9496,-178.1005
-0.2936,-0.9513,-178.0999
-0.2940,-0.9514,-178.0998
-0.2946,-0.9507,-178.0991
-0.2961,-0.9486,-178.0991
-0.2966,-0.9492,-178.0995
-0.2952,-0.9484,-178.0995
-0.2949,-0.9505,-178.1005
-0.2944,-0.9508,-178.1009
-0.2932,-0.9496,-178.0995
-0.2922,-0.9495,-178.0988
-0.2912,-0.9496,-178.0984
-0.2919,-0.9505,-178.0976
-0.2922,-0.9506,-178.0967
-0.2921,-0.9520,-178.0963
-0.2925,-0.9492,-178.0953
-0.2942,-0.9488,-178.0946
-0.2931,-0.9479,-178.0948
-0.2922,-0.9481,-178.0946
-0.2928,-0.9496,-178.0953
-0.2927,-0.9503,-178.0948
-0.2918,-0.9490,-178.0949
-0.2932,-0.9519,-178.0945
-0.2941,-0.9539,-178.0940
-0.2943,-0.9554,-178.0935
-0.2931,-0.9539,-178.0919
-0.2936,-0.9527,-178.0902
-0.2936,-0.9517,-178.0894
-0.2935,-0.9513,-178.0894
-0.2935,-0.9490,-178.0887
-0.2947,-0.9478,-178.0885
-0.2956,-0.9477,-178.0896
-0.2979,-0.9469,-178.0887
-0.2994,-0.9466,-178.0901
-0.2987,-0.9464,-178.0903
-0.2979,-0.9470,-178.0903
-0.2972,-0.9469,-178.0906
-0.2960,-0.9483,-178.0899
-0.2955,-0.9494,-178.0894
-0.2954,-0.9482,-178.0900
-0.2967,-0.9463,-178.0887
-0.2968,-0.9444,-178.0880
-0.2976,-0.9446,-178.0869
-0.2962,-0.9427,-178.0874
-0.2954,-0.9407,-178.0863
-0.2959,-0.9420,-178.0861
-0.2961,-0.9421,-178.0858
-0.2975,-0.9418,-178.0849
-0.2974,-0.9392,-178.0839
-0.2965,-0.9398,-178.0851
-0.2963,-0.9407,-178.0852
-0.2974,-0.9413,-178.0849
-0.2983,-0.9414,-178.0862
-0.2991,-0.9423,-178.0867
-0.2991,-0.9413,-178.0870
-0.2972,-0.9422,-178.0874
-0.2978,-0.9451,-178.0862
-0.2972,-0.9457,-178.0876
-0.2971,-0.9477,-178.0871
-0.2971,-0.9463,-178.0880
-0.2971,-0.9466,-178.0871
-0.2966,-0.9472,-178.0868
-0.2968,-0.9488,-178.0874
-0.2968,-0.9483,-178.0869
-0.2968,-0.9485,-178.0874
-0.2966,-0.9489,-178.0862
-0.2967,-0.9506,-178.0859
-0.2986,-0.9507,-178.0852
-0.3004,-0.9507,-178.0828
-0.3005,-0.9510,-178.0824
-0.3007,-0.9529,-178.0829
-0.3021,-0.9517,-178.0807
-0.3012,-0.9501,-178.0816
-0.3002,-0.9516,-178.0814
-0.2998,-0.9533,-178.0810
-0.2992,-0.9520,-178.0808
-0.3000,-0.9512,-178.0810
-0.3010,-0.9503,-178.0800
-0.3015,-0.9514,-178.0799
-0.3005,-0.9515,-178.0816
-0.2996,-0.9516,-178.0821
-0.2992,-0.9507,-178.0813
-0.2991,-0.9500,-178.0820
-0.2983,-0.9498,-178.0826
-0.2983,-0.9478,-178.0825
-0.2985,-0.9457,-178.0841
-0.2973,-0.9452,-178.0854
-0.2968,-0.9448,-178.0844
-0.2967,-0.9439,-178.0852
-0.2970,-0.9445,-178.0847
-0.2971,-0.9460,-178.0855
-0.2983,-0.9465,-178.0866
-0.2982,-0.9464,-178.0864
-0.2989,-0.9472,-178.0862
-0.2987,-0.9463,-178.0861
-0.2989,-0.9466,-178.0865
-0.2994,-0.9466,-178.0867
-0.3008,-0.9449,-178.0864
-0.3014,-0.9448,-178.0874
-0.3019,-0.9430,-178.0887
-0.3030,-0.9419,-178.0878
-0.3022,-0.9430,-178.0875
-0.3000,-0.9418,-178.0872
-0.2989,-0.9408,-178.0868
-0.2994,-0.9402,-178.0875
-0.3001,-0.9412,-178.0870
-0.3002,-0.9396,-178.0876
-0.3003,-0.9397,-178.0872
-0.3001,-0.9399,-178.0866
-0.2996,-0.9402,-178.0883
-0.2989,-0.9401,-178.0876
-0.2981,-0.9402,-178.0859
-0.2987,-0.9430,-178.0856
-0.2995,-0.9410,-178.0853
-0.2994,-0.9401,-178.0838
-0.3008,-0.9394,-178.0839
-0.3007,-0.9391,-178.0843
-0.3000,-0.9409,-178.0840
-0.3003,-0.9403,-178.0839
-0.2990,-0.9417,-178.0839
-0.2986,-0.9421,-178.0838
-0.2978,-0.9424,-178.0842
-0.2990,-0.9419,-178.0821
-0.2999,-0.9411,-178.0812
-0.2995,-0.9407,-178.0806
-0.2993,-0.9420,-178.0807
-0.3002,-0.9400,-178.0812
-0.3006,-0.9398,-178.0815
-0.3016,-0.9419,-178.0819
-0.3018,-0.9426,-178.0822
-0.3003,-0.9405,-178.0826
-0.3008,-0.9412,-178.0823
-0.3016,-0.9407,-178.0820
-0.3022,-0.9404,-178.0818
-0.3021,-0.9390,-178.0827
-0.3034,-0.9372,-178.0837
-0.3041,-0.9368,-178.0835
-0.3031,-0.9350,-178.0840
-0.3012,-0.9359,-178.0831
-0.2996,-0.9357,-178.0832
-0.3000,-0.9350,-178.0820
-0.3007,-0.9336,-178.0824
-0.3006,-0.9320,-178.0822
-0.3006,-0.9311,-178.0829
-0.3009,-0.9296,-178.0820
-0.3008,-0.9295,-178.0819
-0.3001,-0.9312,-178.0814
-0.3002,-0.9320,-178.0818
-0.3004,-0.9311,-178.0819
-0.2998,-0.9319,-178.0820
-0.3003,-0.9313,-178.0823
-0.3004,-0.9316,-178.0826
-0.3017,-0.9309,-178.0827
-0.3018,-0.9309,-178.0810
-0.3001,-0.9286,-178.0803
-0.2993,-0.9262,-178.0800
-0.2990,-0.9245,-178.0808
-0.2987,-0.9252,-178.0820
-0.2988,-0.9256,-178.0809
-0.2976,-0.9267,-178.0815
-0.2970,-0.9265,-178.0805
-0.2973,-0.9247,-178.0791
-0.2968,-0.9241,-178.0790
-0.2964,-0.9236,-178.0784
-0.2962,-0.9236,-178.0798
-0.2959,-0.9217,-178.0798
-0.2965,-0.9206,-178.0786
-0.2974,-0.9206,-178.0772
-0.2950,-0.9210,-178.0779
-0.2941,-0.9212,-178.0778
-0.2938,-0.9230,-178.0779
-0.2935,-0.9223,-178.0781
-0.2942,-0.9217,-178.0789
-0.2935,-0.9222,-178.0787
-0.2941,-0.9226,-178.0794
-0.2944,-0.9233,-178.0787
-0.2942,-0.9220,-178.0781
-0.2948,-0.9212,-178.0784
-0.2947,-0.9209,-178.0783
-0.2947,-0.9197,-178.0791
-0.2950,-0.9208,-178.0777
-0.2941,-0.9225,-178.0777
-0.2921,-0.9213,-178.0795
-0.2922,-0.9215,-178.0796
-0.2926,-0.9234,-178.0800
-0.2932,-0.9235,-178.0792
-0.2935,-0.9217,-178.0788
-0.2930,-0.9205,-178.0789
-0.2925,-0.9195,-178.0797
-0.2917,-0.9188,-178.0790
-0.2912,-0.9169,-178.0797
-0.2916,-0.9168,-178.0799
-0.2915,-0.9163,-178.0815
-0.2916,-0.9183,-178.0806
-0.2919,-0.9181,-178.0803
-0.2921,-0.9186,-178.0809
-0.2922,-0.9184,-178.0799
-0.2924,-0.9175,-178.0794
-0.2912,-0.9168,-178.0798
-0.2905,-0.9163,-178.0788
-0.2903,-0.9159,-178.0795
-0.2901,-0.9164,-178.0803
-0.2914,-0.9170,-178.0808
-0.2939,-0.9160,-178.0808
-0.2947,-0.9146,-178.0804
-0.2949,-0.9162,-178.0812
-0.2946,-0.9174,-178.0815
-0.2947,-0.9172,-178.0803
-0.2948,-0.9169,-178.0798
-0.2941,-0.9163,-178.0807
-0.2939,-0.9162,-178.0802
-0.2949,-0.9142,-178.0801
-0.2940,-0.9149,-178.0808
-0.2933,-0.9150,-178.0809
-0.2923,-0.9165,-178.0829
-0.2926,-0.9190,-178.0835
-0.2918,-0.9181,-178.0833
-0.2904,-0.9174,-178.0840
-0.2908,-0.9184,-178.0847
-0.2918,-0.9196,-178.0846
-0.2914,-0.9194,-178.0842
-0.2925,-0.9183,-178.0843
-0.2936,-0.9153,-178.0848
-0.2949,-0.9143,-178.0837
-0.2954,-0.9137,-178.0839
-0.2960,-0.9146,-178.0841
-0.2967,-0.9148,-178.0847
-0.2970,-0.9143,-178.0851
-0.2965,-0.9136,-178.0856
-0.2957,-0.9130,-178.0854
-0.2956,-0.9150,-178.0850
-0.2951,-0.9155,-178.0851
-0.2960,-0.9148,-178.0848
-0.2950,-0.9140,-178.0853
-0.2950,-0.9112,-178.0850
-0.2957,-0.9117,-178.0849
-0.2959,-0.9123,-178.0835
-0.2967,-0.9144,-178.0834
-0.2974,-0.9146,-178.0834
-0.2980,-0.9141,-178.0819
-0.3000,-0.9134,-178.0811
-0.3014,-0.9142,-178.0809
-0.3024,-0.9157,-178.0788
-0.3030,-0.9162,-178.0790
-0.3022,-0.9145,-178.0785
-0.3005,-0.9145,-178.0784
-0.2988,-0.9138,-178.0790
-0.2985,-0.9145,-178.0805
-0.2969,-0.9169,-178.0797
-0.2988,-0.9187,-178.0798
-0.2982,-0.9210,-178.0793
-0.2983,-0.9223,-178.0804
-0.2983,-0.9211,-178.0806
-0.2977,-0.9210,-178.0812
-0.2968,-0.9207,-178.0820
-0.2971,-0.9213,-178.0825
-0.2943,-0.9204,-178.0821
-0.2917,-0.9202,-178.0834
-0.2897,-0.9184,-178.0829
-0.2883,-0.9172,-178.0825
-0.2880,-0.9183,-178.0813
-0.2875,-0.9185,-178.0820
-0.2868,-0.9168,-178.0805
-0.2872,-0.9168,-178.0796
-0.2869,-0.9157,-178.0789
-0.2865,-0.9153,-178.0781
-0.2861,-0.9164,-178.0793
-0.2866,-0.9174,-178.0784
-0.2874,-0.9183,-178.0784
-0.2863,-0.9172,-178.0782
-0.2872,-0.9186,-178.0788
-0.2870,-0.9177,-178.0771
-0.2858,-0.9153,-178.0779
-0.2855,-0.9154,-178.0790
-0.2857,-0.9148,-178.0781
-0.2858,-0.9126,-178.0788
-0.2869,-0.9106,-178.0797
-0.2883,-0.9095,-178.0795
-0.2891,-0.9085,-178.0783
-0.2879,-0.9081,-178.0793
-0.2852,-0.9076,-178.0786
-0.2825,-0.9069,-178.0796
-0.2807,-0.9055,-178.0788
-0.2804,-0.9052,-178.0790
-0.2800,-0.9056,-178.0802
-0.2804,-0.9075,-178.0804
-0.2803,-0.9065,-178.0819
-0.2815,-0.9058,-178.0821
-0.2826,-0.9062,-178.0823
-0.2828,-0.9070,-178.0815
-0.2835,-0.9066,-178.0794
-0.2854,-0.9051,-178.0779
-0.2860,-0.9071,-178.0771
-0.2865,-0.9082,-178.0759
-0.2879,-0.9060,-178.0754
-0.2899,-0.9033,-178.0745
-0.2911,-0.9022,-178.0738
-0.2916,-0.9010,-178.0723
-0.2906,-0.9009,-178.0734
-0.2904,-0.8995,-178.0728
-0.2913,-0.8982,-178.0729
-0.2935,-0.8994,-178.0721
-0.2935,-0.9002,-178.0725
-0.2918,-0.9038,-178.0726
-0.2920,-0.9044,-178.0729
-0.2927,-0.9047,-178.0736
-0.2928,-0.9074,-178.0731
-0.2938,-0.9079,-178.0739
-0.2938,-0.9099,-178.0746
-0.2939,-0.9082,-178.0739
-0.2933,-0.9084,-178.0723
-0.2929,-0.9070,-178.0720
-0.2927,-0.9062,-178.0710
-0.2930,-0.9048,-178.0701
-0.2941,-0.9038,-178.0697
-0.2970,-0.9042,-178.0681
-0.2983,-0.9042,-178.0676
-0.2984,-0.9041,-178.0666
-0.2987,-0.9073,-178.0666
-0.2995,-0.9090,-178.0663
-0.2999,-0.9116,-178.0672
-0.2996,-0.9128,-178.0680
-0.2989,-0.9115,-178.0672
-0.2995,-0.9097,-178.0666
-0.2998,-0.9122,-178.0667
-0.2985,-0.9123,-178.0665
-0.2967,-0.9121,-178.0674
-0.2950,-0.9143,-178.0678
-0.2951,-0.9143,-178.0667
-0.2943,-0.9125,-178.0672
-0.2946,-0.9120,-178.0674
-0.2950,-0.9113,-178.0677
-0.2944,-0.9101,-178.0676
-0.2934,-0.9097,-178.0677
-0.2913,-0.9098,-178.0685
-0.2905,-0.9102,-178.0686
-0.2904,-0.9128,-178.0689
-0.2897,-0.9116,-178.0710
-0.2892,-0.9099,-178.0711
-0.2891,-0.9107,-178.0716
-0.2903,-0.9116,-178.0729
-0.2913,-0.9124,-178.0719
-0.2924,-0.9126,-178.0721
-0.2920,-0.9133,-178.0725
-0.2923,-0.9174,-178.0738
-0.2917,-0.9189,-178.0735
-0.2902,-0.9183,-178.0743
-0.2898,-0.9192,-178.0745
-0.2896,-0.9225,-178.0742
-0.2890,-0.9211,-178.0735
-0.2896,-0.9201,-178.0733
-0.2904,-0.9205,-178.0730
-0.2927,-0.9217,-178.0729
-0.2931,-0.9211,-178.0724
-0.2930,-0.9224,-178.0715
-0.2919,-0.9224,-178.0704
-0.2903,-0.9237,-178.0688
-0.2887,-0.9235,-178.0669
-0.2873,-0.9261,-178.0660
-0.2868,-0.9256,-178.0657
-0.2867,-0.9264,-178.0662
-0.2857,-0.9288,-178.0664
-0.2865,-0.9313,-178.0650
-0.2869,-0.9320,-178.0647
-0.2881,-0.9318,-178.0654
-0.2882,-0.9321,-178.0658
-0.2894,-0.9310,-178.0659
-0.2904,-0.9310,-178.0668
-0.2898,-0.9325,-178.0681
-0.2898,-0.9336,-178.0680
-0.2907,-0.9336,-178.0662
-0.2921,-0.9322,-178.0658
-0.2936,-0.9318,-178.0634
-0.2949,-0.9321,-178.0620
-0.2940,-0.9324,-178.0610
-0.2949,-0.9334,-178.0617
-0.2947,-0.9322,-178.0610
-0.2944,-0.9326,-178.0618
-0.2946,-0.9324,-178.0623
-0.2943,-0.9318,-178.0611
-0.2948,-0.9322,-178.0616
-0.2945,-0.9311,-178.0637
-0.2947,-0.9328,-178.0638
-0.2957,-0.9337,-178.0638
-0.2958,-0.9344,-178.0635
-0.2971,-0.9333,-178.0637
-0.2967,-0.9332,-178.0633
-0.2969,-0.9352,-178.0642
-0.2976,-0.9369,-178.0660
-0.2980,-0.9378,-178.0662
-0.2989,-0.9379,-178.0658
-0.3016,-0.9369,-178.0648
-0.3027,-0.9396,-178.0645
-0.3030,-0.9391,-178.0649
-0.3034,-0.9418,-178.0658
-0.3037,-0.9407,-178.0644
-0.3042,-0.9377,-178.0644
-0.3042,-0.9375,-178.0645
-0.3035,-0.9391,-178.0646
-0.3035,-0.9440,-178.0664
-0.3031,-0.9464,-178.0660
-0.3026,-0.9455,-178.0664
-0.3021,-0.9451,-178.0646
-0.3037,-0.9454,-178.0637
-0.3045,-0.9437,-178.0640
-0.3046,-0.9426,-178.0634
-0.3041,-0.9427,-178.0644
-0.3016,-0.9433,-178.0641
-0.3005,-0.9432,-178.0636
-0.2991,-0.9446,-178.0642
-0.2986,-0.9471,-178.0658
-0.2979,-0.9471,-178.0660
-0.2983,-0.9452,-178.0672
-0.2992,-0.9461,-178.0679
-0.3011,-0.9440,-178.0673
-0.3016,-0.9429,-178.0677
-0.3040,-0.9436,-178.0675
-0.3047,-0.9446,-178.0680
-0.3045,-0.9452,-178.0690
-0.3026,-0.9444,-178.0683
-0.3004,-0.9449,-178.0677
-0.2976,-0.9464,-178.0676
-0.2947,-0.9484,-178.0683
-0.2929,-0.9493,-178.0683
-0.2925,-0.9495,-178.0676
-0.2939,-0.9509,-178.0681
-0.2953,-0.9498,-178.0683
-0.2967,-0.9500,-178.0681
-0.2967,-0.9492,-178.0682
-0.2976,-0.9491,-178.0689
-0.2993,-0.9485,-178.0702
-0.2996,-0.9481,-178.0703
-0.2982,-0.9495,-178.0690
-0.2981,-0.9499,-178.0696
-0.2981,-0.9494,-178.0698
-0.2978,-0.9490,-178.0682
-0.2977,-0.9476,-178.0668
-0.2963,-0.9489,-178.0669
-0.2959,-0.9506,-178.0654
-0.2962,-0.9496,-178.0653
-0.2958,-0.9482,-178.0642
-0.2980,-0.9477,-178.0635
-0.2982,-0.9465,-178.0633
-0.2975,-0.9470,-178.0632
-0.2959,-0.9464,-178.0634
-0.2963,-0.9477,-178.0639
-0.2964,-0.9480,-178.0640
-0.2972,-0.9488,-178.0650
-0.2985,-0.9506,-178.0650
-0.2982,-0.9516,-178.0650
-0.2982,-0.9522,-178.0645
-0.2988,-0.9506,-178.0644
-0.2985,-0.9506,-178.0642
-0.2975,-0.9514,-178.0622
-0.2978,-0.9517,-178.0617
-0.2984,-0.9522,-178.0630
-0.2985,-0.9537,-178.0647
-0.2981,-0.9537,-178.0649
-0.2981,-0.9547,-178.0640
-0.2987,-0.9545,-178.0649
-0.2980,-0.9549,-178.0657
-0.2980,-0.9560,-178.0653
-0.2981,-0.9575,-178.0662
-0.2988,-0.9586,-178.0649
-0.2989,-0.9596,-178.0646
-0.2993,-0.9596,-178.0648
-0.2993,-0.9580,-178.0645
-0.2994,-0.9564,-178.0648
-0.2989,-0.9571,-178.0655
-0.2981,-0.9557,-178.0643
-0.2966,-0.9529,-178.0636
-0.2958,-0.9505,-178.0627
-0.2963,-0.9492,-178.0626
-0.2968,-0.9489,-178.0609
-0.2961,-0.9476,-178.0604
-0.2951,-0.9467,-178.0609
-0.2940,-0.9471,-178.0603
-0.2935,-0.9483,-178.0609
-0.2924,-0.9509,-178.0610
-0.2917,-0.9525,-178.0617
-0.2908,-0.9552,-178.0610
-0.2908,-0.9551,-178.0604
-0.2904,-0.9545,-178.0607
-0.2911,-0.9520,-178.0617
-0.2938,-0.9498,-178.0606
-0.2948,-0.9492,-178.0604
-0.2957,-0.9475,-178.0589
-0.2952,-0.9468,-178.0565
-0.2953,-0.9476,-178.0566
-0.2956,-0.9476,-178.0560
-0.2958,-0.9477,-178.0569
-0.2970,-0.9448,-178.0554
-0.2973,-0.9454,-178.0553
-0.2983,-0.9461,-178.0535
-0.2985,-0.9464,-178.0529
-0.2989,-0.9467,-178.0512
-0.2979,-0.9477,-178.0487
-0.2973,-0.9479,-178.0485
-0.2971,-0.9490,-178.0495
-0.2956,-0.9515,-178.0488
-0.2956,-0.9506,-178.0482
-0.2958,-0.9511,-178.0468
-0.2958,-0.9504,-178.0480
-0.2954,-0.9508,-178.0479
-0.2952,-0.9536,-178.0498
-0.2940,-0.9539,-178.0497
-0.2929,-0.9523,-178.0500
-0.2928,-0.9526,-178.0510
-0.2936,-0.9536,-178.0505
-0.2949,-0.9549,-178.0495
-0.2944,-0.9527,-178.0496
-0.2942,-0.9521,-178.0504
-0.2917,-0.9543,-178.0509
-0.2908,-0.9544,-178.0515
-0.2902,-0.9528,-178.0515
-0.2881,-0.9542,-178.0525
-0.2873,-0.9542,-178.0520
-0.2865,-0.9538,-178.0529
-0.2874,-0.9542,-178.0521
-0.2876,-0.9540,-178.0526
-0.2894,-0.9537,-178.0519
-0.2892,-0.9528,-178.0513
-0.2904,-0.9525,-178.0504
-0.2912,-0.9526,-178.0498
-0.2920,-0.9492,-178.0491
-0.2926,-0.9482,-178.0496
-0.2925,-0.9479,-178.0495
-0.2931,-0.9464,-178.0489
-0.2922,-0.9454,-178.0485
-0.2922,-0.9426,-178.0479
-0.2918,-0.9399,-178.0476
-0.2919,-0.9389,-178.0486
-0.2913,-0.9398,-178.0487
-0.2907,-0.9409,-178.0490
-0.2904,-0.9405,-178.0480
-0.2910,-0.9435,-178.0485
-0.2919,-0.9441,-178.0474
-0.2913,-0.9443,-178.0488
-0.2902,-0.9418,-178.0484
-0.2901,-0.9400,-178.0480
-0.2898,-0.9398,-178.0483
-0.2887,-0.9381,-178.0485
-0.2888,-0.9385,-178.0498
-0.2889,-0.9397,-178.0484
-0.2895,-0.9398,-178.0492
-0.2901,-0.9392,-178.0494
-0.2891,-0.9404,-178.0504
-0.2891,-0.9417,-178.0499
-0.2895,-0.9419,-178.0479
-0.2908,-0.9415,-178.0468
-0.2916,-0.9411,-178.0472
-0.2911,-0.9422,-178.0463
-0.2928,-0.9446,-178.0471
-0.2945,-0.9444,-178.0463
-0.2951,-0.9446,-178.0462
-0.2944,-0.9444,-178.0446
-0.2955,-0.9443,-178.0440
-0.2953,-0.9447,-178.0436
-0.2965,-0.9439,-178.0431
-0.2972,-0.9466,-178.0420
-0.2956,-0.9459,-178.0400
-0.2949,-0.9468,-178.0384
-0.2951,-0.9499,-178.0400
-0.2945,-0.9497,-178.0393
-0.2951,-0.9506,-178.0390
-0.2950,-0.9486,-178.0391
-0.2952,-0.9459,-178.0387
-0.2947,-0.9464,-178.0405
-0.2944,-0.9478,-178.0392
-0.2948,-0.9443,-178.0384
-0.2935,-0.9457,-178.0362
-0.2929,-0.9459,-178.0370
-0.2938,-0.9460,-178.0361
-0.2947,-0.9439,-178.0349
-0.2946,-0.9434,-178.0342
-0.2941,-0.9405,-178.0339
-0.2938,-0.9402,-178.0342
-0.2939,-0.9390,-178.0334
-0.2929,-0.9382,-178.0332
-0.2935,-0.9358,-178.0328
-0.2925,-0.9358,-178.0319
-0.2920,-0.9362,-178.0326
-0.2920,-0.9360,-178.0338
-0.2906,-0.9344,-178.0336
-0.2902,-0.9333,-178.0320
-0.2899,-0.9362,-178.0320
-0.2907,-0.9375,-178.0322
-0.2904,-0.9380,-178.0319
-0.2908,-0.9388,-178.0318
-0.2908,-0.9378,-178.0325
-0.2904,-0.9374,-178.0329
-0.2893,-0.9385,-178.0319
-0.2886,-0.9409,-178.0334
-0.2889,-0.9407,-178.0337
-0.2883,-0.9403,-178.0348
-0.2902,-0.9392,-178.0357
-0.2908,-0.9386,-178.0365
-0.2912,-0.9384,-178.0356
-0.2915,-0.9380,-178.0358
-0.2908,-0.9389,-178.0351
-0.2907,-0.9388,-178.0340
-0.2908,-0.9398,-178.0344
-0.2904,-0.9409,-178.0341
-0.2912,-0.9399,-178.0340
-0.2903,-0.9392,-178.0334
-0.2894,-0.9391,-178.0335
-0.2900,-0.9397,-178.0324
-0.2912,-0.9413,-178.0330
-0.2924,-0.9424,-178.0325
-0.2937,-0.9409,-178.0327
-0.2940,-0.9398,-178.0326
-0.2956,-0.9410,-178.0313
-0.2970,-0.9416,-178.0327
-0.2964,-0.9400,-178.0323
-0.2969,-0.9406,-178.0311
-0.2979,-0.9399,-178.0306
-0.2995,-0.9408,-178.0305
-0.3007,-0.9440,-178.0301
-0.3020,-0.9442,-178.0289
-0.3025,-0.9431,-178.0277
-0.3021,-0.9426,-178.0286
-0.3024,-0.9411,-178.0293
-0.3005,-0.9411,-178.0284
-0.3004,-0.9432,-178.0271
-0.2987,-0.9417,-178.0278
-0.2999,-0.9409,-178.0260
-0.3011,-0.9406,-178.0262
-0.3017,-0.9400,-178.0255
-0.3021,-0.9410,-178.0252
-0.3011,-0.9417,-178.0242
-0.3014,-0.9404,-178.0260
-0.3021,-0.9409,-178.0255
-0.3018,-0.9411,-178.0267
-0.3002,-0.9419,-178.0283
-0.2991,-0.9395,-178.0293
-0.2967,-0.9402,-178.0293
-0.2957,-0.9423,-178.0289
-0.2943,-0.9442,-178.0298
-0.2939,-0.9442,-178.0296
-0.2952,-0.9428,-178.0299
-0.2958,-0.9422,-178.0313
-0.2966,-0.9445,-178.0288
-0.2957,-0.9448,-178.0279
-0.2946,-0.9429,-178.0277
-0.2957,-0.9412,-178.0270
-0.2971,-0.9396,-178.0254
-0.2989,-0.9389,-178.0255
-0.2982,-0.9413,-178.0257
-0.2977,-0.9413,-178.0253
-0.2974,-0.9441,-178.0248
-0.2974,-0.9427,-178.0240
-0.2970,-0.9411,-178.0244
-0.2970,-0.9402,-178.0228
-0.2969,-0.9383,-178.0215
-0.2970,-0.9391,-178.0226
-0.2970,-0.9403,-178.0224
-0.2967,-0.9410,-178.0227
-0.2960,-0.9413,-178.0227
-0.2963,-0.9393,-178.0232
-0.2971,-0.9369,-178.0228
-0.2978,-0.9372,-178.0221
-0.2995,-0.9369,-178.0221
-0.3006,-0.9360,-178.0226
-0.3007,-0.9378,-178.0214
-0.3005,-0.9361,-178.0211
-0.3006,-0.9342,-178.0205
-0.2992,-0.9316,-178.0202
-0.2974,-0.9327,-178.0204
-0.2964,-0.9335,-178.0210
-0.2964,-0.9327,-178.0210
-0.2963,-0.9330,-178.0192
-0.2974,-0.9322,-178.0176
-0.2974,-0.9326,-178.0173
-0.2964,-0.9312,-178.0166
-0.2965,-0.9321,-178.0149
-0.2966,-0.9322,-178.0152
-0.2957,-0.9305,-178.0153
-0.2965,-0.9317,-178.0160
-0.2972,-0.9313,-178.0158
-0.2965,-0.9329,-178.0163
-0.2972,-0.9333,-178.0163
-0.2973,-0.9326,-178.0165
-0.2989,-0.9321,-178.0164
-0.2990,-0.9324,-178.0156
-0.2988,-0.9307,-178.0158
-0.2998,-0.9309,-178.0168
-0.3001,-0.9294,-178.0176
-0.3000,-0.9305,-178.0176
-0.2985,-0.9312,-178.0170
-0.2977,-0.9314,-178.0167
-0.2965,-0.9312,-178.0182
-0.2970,-0.9329,-178.0193
-0.2987,-0.9340,-178.0188
-0.2984,-0.9345,-178.0202
-0.2991,-0.9348,-178.0206
-0.2970,-0.9351,-178.0215
-0.2963,-0.9355,-178.0215
-0.2966,-0.9342,-178.0220
-0.2979,-0.9342,-178.0224
-0.2984,-0.9340,-178.0222
-0.2986,-0.9331,-178.0215
-0.2987,-0.9313,-178.0204
-0.2987,-0.9322,-178.0201
-0.2978,-0.9326,-178.0195
-0.2984,-0.9345,-178.0197
-0.2978,-0.9368,-178.0214
-0.2987,-0.9368,-178.0225
-0.2988,-0.9388,-178.0227
-0.2984,-0.9391,-178.0228
-0.2982,-0.9392,-178.0239
-0.2984,-0.9384,-178.0235
-0.2980,-0.9386,-178.0227
-0.2979,-0.9418,-178.0228
-0.2976,-0.9408,-178.0215
-0.2950,-0.9396,-178.0217
